City	Date	Date	Mo=W+M	65+	W	M	SSC	DIS offensife(1,2,3 etc) non-offensive(0)	TOS time of the season	T	Td	AT	T-AT
KHB	20020513	13.05.2002	38	20	12	26	0	0	13	23	1,9	25,6	2,6
KHB	20020514	14.05.2002	31	12	15	16	0	0	14	23	5,0	26,0	3,0
KHB	20020515	15.05.2002	23	8	11	12	3	1	15	25	6,7	28,3	3,3
KHB	20020516	16.05.2002	19	14	8	11	6	0	16	20	10,1	24,2	4,2
KHB	20020517	17.05.2002	25	9	14	11	3	1	17	25	4,7	27,9	2,9
KHB	20020518	18.05.2002	28	11	10	18	3	2	18	28	0,7	30,6	2,6
KHB	20020519	19.05.2002	17	10	9	8	3	3	19	27	4,7	29,9	2,9
KHB	20020520	20.05.2002	29	15	12	17	3	4	20	27	10,2	31,2	4,2
KHB	20020521	21.05.2002	23	9	10	13	7	0	21	31	3,9	33,8	2,8
KHB	20020522	22.05.2002	20	11	8	12	0	0	22			2,7	2,7
KHB	20020523	23.05.2002	22	5	7	15	4	0	23	13	10,9	17,5	4,5
KHB	20020524	24.05.2002	26	16	9	17	5	0	24	12	10,6	16,4	4,4
KHB	20020525	25.05.2002	22	11	7	15	5	0	25	12	6,5	15,3	3,3
KHB	20020526	26.05.2002	25	10	15	10	1	0	26	22	7,4	25,5	3,5
KHB	20020527	27.05.2002	32	14	14	18	8	0	27	27	4,7	29,9	2,9
KHB	20020528	28.05.2002	17	7	6	11	4	0	28	16	8,5	19,8	3,8
KHB	20020529	29.05.2002	21	14	11	10	1	0	29	16	12,2	21,0	5,0
KHB	20020530	30.05.2002	30	14	14	16	0	0	30	10	9,1	14,0	4,0
KHB	20020531	31.05.2002	27	14	10	17	0	0	31	14	8,4	17,8	3,8
KHB	20020601	01.06.2002	22	11	8	14	1	0	32	19	6,8	22,3	3,3
KHB	20020602	02.06.2002	18	9	6	12	4	0	33	19	8,4	22,7	3,7
KHB	20020603	03.06.2002	20	10	6	14	1	0	34	21	7,6	24,5	3,5
KHB	20020604	04.06.2002	25	14	14	11	0	0	35	24	6,7	27,3	3,3
KHB	20020605	05.06.2002	15	11	2	13	0	0	36	29	10,6	33,4	4,4
KHB	20020606	06.06.2002	31	12	13	18	6	0	37	24	18,4	32,0	8,0
KHB	20020607	07.06.2002	22	13	6	16	0	0	38	23	12,3	28,0	5,0
KHB	20020608	08.06.2002	25	16	13	12	0	0	39	16	8,5	19,8	3,8
KHB	20020609	09.06.2002	17	8	7	10	0	0	40	20	6,7	23,3	3,3
KHB	20020610	10.06.2002	22	12	13	9	2	0	41	18	4,2	20,9	2,9
KHB	20020611	11.06.2002	27	13	8	19	0	0	42	19	10,6	23,4	4,4
KHB	20020612	12.06.2002	21	11	14	7	0	0	43	18	10,4	22,3	4,3
KHB	20020613	13.06.2002	30	13	13	17	1	0	44	20	9,9	24,2	4,2
KHB	20020614	14.06.2002	24	9	9	15	1	0	45	22	13,1	27,3	5,3
KHB	20020615	15.06.2002	23	12	12	11	0	0	46			2,7	2,7
KHB	20020616	16.06.2002	27	10	12	15	6	0	47	24	13,8	29,6	5,6
KHB	20020617	17.06.2002	22	12	11	11	6	0	48	24	17,3	31,3	7,3
KHB	20020618	18.06.2002	20	7	7	13	4	0	49	21	14,6	27,0	6,0
KHB	20020619	19.06.2002	19	7	9	10	0	0	50	21	14,2	26,8	5,8
KHB	20020620	20.06.2002	31	21	14	17	4	0	51	19	9,8	23,1	4,1
KHB	20020621	21.06.2002	13	6	7	6	2	0	52	19	7,1	22,4	3,4
KHB	20020622	22.06.2002	21	7	6	15	0	0	53	17	10,6	21,4	4,4
KHB	20020623	23.06.2002	23	9	10	13	1	0	54	21	8,0	24,6	3,6
KHB	20020624	24.06.2002	23	12	13	10	1	0	55	27	6,4	30,2	3,2
KHB	20020625	25.06.2002	23	15	11	12	1	0	56	26	8,0	29,6	3,6
KHB	20020626	26.06.2002	21	11	4	17	1	0	57	25	11,2	29,6	4,6
KHB	20020627	27.06.2002	16	7	5	11	0	0	58	26	16,5	32,9	6,9
KHB	20020628	28.06.2002	19	9	8	11	0	0	59			2,7	2,7
KHB	20020629	29.06.2002	24	8	16	8	4	0	60	22	15,8	28,6	6,6
KHB	20020630	30.06.2002	24	13	12	12	1	0	61	26	16,0	32,6	6,6
KHB	20020701	01.07.2002	19	7	7	12	0	0	62	26	21,2	35,8	9,8
KHB	20020702	02.07.2002	14	7	9	5	0	0	63	23	19,8	31,8	8,8
KHB	20020703	03.07.2002	25	10	8	17	4	0	64	22	19,0	30,3	8,3
KHB	20020704	04.07.2002	19	10	8	11	5	0	65	14	13,7	19,6	5,6
KHB	20020705	05.07.2002	21	11	8	13	4	0	66	21	12,7	26,2	5,2
KHB	20020706	06.07.2002	23	16	14	9	1	0	67	27	14,1	32,7	5,7
KHB	20020707	07.07.2002	22	6	10	12	0	0	68	26	14,5	31,9	5,9
KHB	20020708	08.07.2002	23	12	10	13	0	0	69	29	18,7	37,2	8,2
KHB	20020709	09.07.2002	21	9	10	11	0	0	70	23	22,2	33,4	10,4
KHB	20020710	10.07.2002	16	9	6	10	6	0	71	27	22,4	37,6	10,6
KHB	20020711	11.07.2002	20	8	9	11	4	0	72	25	17,5	32,4	7,4
KHB	20020712	12.07.2002	24	11	11	13	0	0	73	18	17,2	25,3	7,3
KHB	20020713	13.07.2002	21	10	7	14	5	0	74	16	11,6	20,8	4,8
KHB	20020714	14.07.2002	24	12	11	13	0	0	75			2,7	2,7
KHB	20020715	15.07.2002	20	10	9	11	0	0	76	22	16,5	28,9	6,9
KHB	20020716	16.07.2002	21	6	7	14	0	0	77	25	18,0	32,7	7,7
KHB	20020717	17.07.2002	23	12	12	11	0	0	78	26	17,4	33,4	7,4
KHB	20020718	18.07.2002	33	15	20	13	0	0	79	29	16,5	35,9	6,9
KHB	20020719	19.07.2002	22	11	10	12	4	0	80	21	18,6	29,1	8,1
KHB	20020720	20.07.2002	21	12	13	8	2	0	81	21	13,9	26,7	5,7
KHB	20020721	21.07.2002	16	9	7	9	1	0	82	27	15,4	33,3	6,3
KHB	20020722	22.07.2002	19	11	10	9	1	0	83	25	14,2	30,8	5,8
KHB	20020723	23.07.2002	20	9	10	10	0	0	84	25	12,9	30,2	5,2
KHB	20020724	24.07.2002	18	9	11	7	5	0	85	17	16,4	23,9	6,9
KHB	20020725	25.07.2002	19	7	8	11	5	0	86	19	17,7	26,6	7,6
KHB	20020726	26.07.2002	16	7	6	10	5	0	87	21	16,0	27,7	6,7
KHB	20020727	27.07.2002	27	13	11	16	1	0	88	26	17,4	33,4	7,4
KHB	20020728	28.07.2002	34	14	20	14	1	0	89	26	19,2	34,4	8,4
KHB	20020729	29.07.2002	26	12	9	17	4	0	90	21	19,5	29,7	8,7
KHB	20020730	30.07.2002	21	10	8	13	1	0	91	28	15,3	34,3	6,3
KHB	20020731	31.07.2002	20	10	10	10	4	0	92	22	20,6	31,4	9,4
KHB	20020801	01.08.2002	22	7	10	12	1	0	93	29	16,9	36,1	7,1
KHB	20020802	02.08.2002	23	12	6	17	6	0	94	29	19,3	37,5	8,5
KHB	20020803	03.08.2002	25	9	7	18	6	0	95	26	17,9	33,7	7,7
KHB	20020804	04.08.2002	23	9	9	14	7	0	96	17	14,5	23,0	6,0
KHB	20020805	05.08.2002	26	9	11	15	5	0	97	20	13,2	25,4	5,4
KHB	20020806	06.08.2002	17	8	6	11	2	0	98	18	10,6	22,4	4,4
KHB	20020807	07.08.2002	25	11	10	15	2	0	99	21	10,8	25,5	4,5
KHB	20020808	08.08.2002	30	12	14	16	1	0	100	22	9,5	26,0	4,0
KHB	20020809	09.08.2002	21	9	9	12	0	0	101	24	9,9	28,2	4,2
KHB	20020810	10.08.2002	16	7	5	11	1	0	102	26	15,4	32,3	6,3
KHB	20020811	11.08.2002	25	8	6	19	1	0	103	28	15,3	34,3	6,3
KHB	20020812	12.08.2002	20	11	12	8	6	0	104	28	14,6	34,0	6,0
KHB	20020813	13.08.2002	27	10	11	16	0	0	105	22	18,4	30,0	8,0
KHB	20020814	14.08.2002	28	17	14	14	4	0	106	21	18,4	29,0	8,0
KHB	20020815	15.08.2002	21	10	10	11	5	0	107	17	12,3	22,1	5,1
KHB	20020816	16.08.2002	15	4	2	13	0	0	108	17	12,7	22,2	5,2
KHB	20020817	17.08.2002	11	7	4	7	0	0	109	13	12,7	18,2	5,2
KHB	20020818	18.08.2002	25	11	7	18	5	0	110	17	14,5	23,0	6,0
KHB	20020819	19.08.2002	22	13	11	11	0	0	111	18	11,8	22,8	4,8
KHB	20020820	20.08.2002	34	14	12	22	5	0	112	18	11,1	22,6	4,6
KHB	20020821	21.08.2002	21	7	11	10	0	0	113	19	12,5	24,1	5,1
KHB	20020822	22.08.2002	22	11	10	12	0	0	114	19	13,2	24,4	5,4
KHB	20020823	23.08.2002	22	8	9	13	0	0	115	20	15,0	26,2	6,2
KHB	20020824	24.08.2002	29	11	9	20	4	0	116	21	13,7	26,6	5,6
KHB	20020825	25.08.2002	23	18	13	10	1	0	117	23	15,6	29,5	6,5
KHB	20020826	26.08.2002	19	8	6	13	0	0	118	22	17,2	29,3	7,3
KHB	20020827	27.08.2002	19	13	8	11	4	0	119	22	19,0	30,3	8,3
KHB	20020828	28.08.2002	21	9	8	13	0	0	120	22	19,0	30,3	8,3
KHB	20020829	29.08.2002	28	14	7	21	4	0	121	25	18,0	32,7	7,7
KHB	20020830	30.08.2002	23	10	14	9	4	0	122	24	19,1	32,4	8,4
KHB	20020831	31.08.2002	20	11	8	12	1	0	123	26	10,2	30,2	4,2
KHB	20020901	01.09.2002	13	5	4	9	1	0	124	25	18,0	32,7	7,7
KHB	20020902	02.09.2002	17	6	6	11	0	0	125	23	17,2	30,3	7,3
KHB	20020903	03.09.2002	25	11	9	16	4	0	126	17	9,7	21,1	4,1
KHB	20020904	04.09.2002	21	11	9	12	0	0	127	14	9,4	18,1	4,1
KHB	20020905	05.09.2002	18	8	7	11	0	0	128	22	5,8	25,1	3,1
KHB	20020906	06.09.2002	14	7	6	8	0	0	129	25	10,1	29,2	4,2
KHB	20020907	07.09.2002	25	11	11	14	0	0	130			2,7	2,7
KHB	20020908	08.09.2002	24	13	9	15	4	0	131	20	15,0	26,2	6,2
KHB	20020909	09.09.2002	21	9	10	11	1	0	132	18	5,2	21,1	3,1
KHB	20020910	10.09.2002	16	5	6	10	5	0	133	14	9,2	18,0	4,0
KHB	20020911	11.09.2002	19	11	9	10	1	0	134	18	2,3	20,7	2,7
KHB	20020912	12.09.2002	26	10	10	16	1	0	135	17	7,9	20,6	3,6
KHB	20020913	13.09.2002	26	14	8	18	0	0	136	18	10,9	22,5	4,5
KHB	20020914	14.09.2002	27	16	17	10	1	0	137	21	8,6	24,8	3,8
KHB	20020915	15.09.2002	18	10	7	11	1	0	138	22	8,5	25,7	3,7
KHB	20020916	16.09.2002	23	12	10	13	1	0	139	23	9,0	26,9	3,9
KHB	20020917	17.09.2002	29	15	9	20	1	0	140	23	5,0	26,0	3,0
KHB	20020918	18.09.2002	21	8	8	13	1	0	141	23	7,1	26,4	3,4
KHB	20020919	19.09.2002	32	14	14	18	2	0	142	11	5,3	14,1	3,1
KHB	20020920	20.09.2002	28	13	12	16	2	0	143	15	-1,5	17,7	2,7
KHB	20020921	21.09.2002	22	9	6	16	2	0	144	12	-9,6	16,1	4,1
KHB	20020922	22.09.2002	19	5	5	14	0	0	145			2,7	2,7
KHB	20020923	23.09.2002	27	11	9	18	0	0	146	12	8,1	15,7	3,7
KHB	20020924	24.09.2002	34	17	19	15	1	0	147	16	0,6	18,6	2,6
KHB	20020925	25.09.2002	20	11	14	6	0	0	148	20	1,9	22,7	2,7
KHB	20020926	26.09.2002	25	9	7	18	1	0	149	17	13,5	22,5	5,5
KHB	20020927	27.09.2002	19	8	5	14	4	0	150	13	5,2	16,1	3,1
KHB	20020928	28.09.2002	26	11	11	15	0	0	151	16	7,5	19,5	3,5
KHB	20020929	29.09.2002	24	7	8	16	1	0	152	20	4,9	23,0	3,0
KHB	20020930	30.09.2002	30	12	13	17	1	0	153	23	12,3	28,0	5,0
KHB	20030501	01.05.2003	20	9	7	13	0	0	1	18	-4,6	21,0	3,0
KHB	20030502	02.05.2003	29	11	9	20	0	0	2	14	-8,6	17,8	3,8
KHB	20030503	03.05.2003	29	18	13	16	1	0	3	17	-10,7	21,4	4,4
KHB	20030504	04.05.2003	29	20	11	18	1	0	4	12	-13,0	17,4	5,4
KHB	20030505	05.05.2003	25	10	10	15	1	0	5	13	-15,7	19,6	6,6
KHB	20030506	06.05.2003	17	6	6	11	0	0	6	17	-9,0	20,9	3,9
KHB	20030507	07.05.2003	21	11	9	12	0	0	7	6	0,1	8,7	2,7
KHB	20030508	08.05.2003	28	15	12	16	2	0	8	7	1,3	9,7	2,7
KHB	20030509	09.05.2003	26	14	12	14	2	0	9	10	-5,1	13,1	3,1
KHB	20030510	10.05.2003	28	10	12	16	0	0	10			2,7	2,7
KHB	20030511	11.05.2003	26	9	9	17	0	0	11	13	-6,5	16,3	3,3
KHB	20030512	12.05.2003	25	15	11	14	1	0	12	19	3,6	21,8	2,8
KHB	20030513	13.05.2003	24	11	11	13	0	0	13			2,7	2,7
KHB	20030514	14.05.2003	26	11	8	18	1	0	14	15	0,8	17,6	2,6
KHB	20030515	15.05.2003	32	17	15	17	1	0	15	20	-3,6	22,8	2,8
KHB	20030516	16.05.2003	27	11	10	17	0	0	16	24	-1,8	26,6	2,6
KHB	20030517	17.05.2003	26	15	16	10	0	0	17			2,7	2,7
KHB	20030518	18.05.2003	25	11	10	15	0	0	18	26	3,3	28,7	2,7
KHB	20030519	19.05.2003	14	10	7	7	0	0	19	21	8,3	24,7	3,7
KHB	20030520	20.05.2003	24	11	12	12	1	0	20	18	1,9	20,7	2,7
KHB	20030521	21.05.2003	16	7	9	7	3	1	21	25	1,2	27,6	2,6
KHB	20030522	22.05.2003	22	10	5	17	3	2	22	27	7,5	30,4	3,4
KHB	20030523	23.05.2003	15	7	6	9	3	3	23	26	10,6	30,4	4,4
KHB	20030524	24.05.2003	21	13	11	10	0	0	24	17	15,3	23,4	6,4
KHB	20030525	25.05.2003	17	7	7	10	4	0	25	15	12,7	20,2	5,2
KHB	20030526	26.05.2003	19	8	12	7	0	0	26			2,7	2,7
KHB	20030527	27.05.2003	31	16	12	19	0	0	27			2,7	2,7
KHB	20030528	28.05.2003	23	10	10	13	0	0	28			2,7	2,7
KHB	20030529	29.05.2003	28	12	9	19	3	1	29	27	15,4	33,3	6,3
KHB	20030530	30.05.2003	17	11	7	10	7	0	30	19	7,1	22,4	3,4
KHB	20030531	31.05.2003	25	9	7	18	1	0	31	18	1,9	20,7	2,7
KHB	20030601	01.06.2003	24	10	5	19	2	0	32	18	7,1	21,4	3,4
KHB	20030602	02.06.2003	25	8	8	17	3	1	33	26	4,5	28,9	2,9
KHB	20030603	03.06.2003	24	13	9	15	1	0	34	19	2,4	21,7	2,7
KHB	20030604	04.06.2003	20	15	10	10	2	0	35	17	0,6	19,6	2,6
KHB	20030605	05.06.2003	22	10	7	15	0	0	36			2,7	2,7
KHB	20030606	06.06.2003	23	10	7	16	3	1	37	27	14,4	32,9	5,9
KHB	20030607	07.06.2003	29	12	15	14	3	2	38	28	12,0	32,8	4,8
KHB	20030608	08.06.2003	22	9	7	15	0	0	39	24	13,8	29,6	5,6
KHB	20030609	09.06.2003	26	17	13	13	0	0	40	20	15,0	26,2	6,2
KHB	20030610	10.06.2003	33	13	13	20	0	0	41	25	3,6	27,8	2,8
KHB	20030611	11.06.2003	27	10	12	15	3	1	42	29	9,2	32,9	3,9
KHB	20030612	12.06.2003	14	6	8	6	3	2	43	30	12,0	34,8	4,8
KHB	20030613	13.06.2003	21	8	6	15	0	0	44	20	13,0	25,3	5,3
KHB	20030614	14.06.2003	19	10	9	10	0	0	45	23	3,0	25,7	2,7
KHB	20030615	15.06.2003	24	9	6	18	1	0	46	23	9,8	27,1	4,1
KHB	20030616	16.06.2003	24	15	8	16	4	0	47	17	14,5	23,0	6,0
KHB	20030617	17.06.2003	23	12	9	14	1	0	48	24	14,1	29,8	5,8
KHB	20030618	18.06.2003	25	10	11	14	6	0	49	30	13,7	35,6	5,6
KHB	20030619	19.06.2003	31	18	15	16	6	0	50	30	13,3	35,4	5,4
KHB	20030620	20.06.2003	29	15	10	19	3	1	51	29	16,2	35,7	6,7
KHB	20030621	21.06.2003	24	10	7	17	1	0	52	27	11,9	31,8	4,8
KHB	20030622	22.06.2003	30	14	17	13	3	1	53	30	18,1	37,8	7,8
KHB	20030623	23.06.2003	23	14	9	14	0	0	54	32	19,9	40,9	8,9
KHB	20030624	24.06.2003	26	16	14	12	6	0	55	28	18,7	36,1	8,1
KHB	20030625	25.06.2003	18	6	7	11	0	0	56	22	16,7	29,1	7,1
KHB	20030626	26.06.2003	19	9	11	8	0	0	57	27	17,8	34,6	7,6
KHB	20030627	27.06.2003	19	9	8	11	1	0	58	27	17,2	34,3	7,3
KHB	20030628	28.06.2003	20	7	6	14	0	0	59	25	12,9	30,2	5,2
KHB	20030629	29.06.2003	18	7	10	8	0	0	60			2,7	2,7
KHB	20030630	30.06.2003	13	7	8	5	7	0	61	24	16,3	30,8	6,8
KHB	20030701	01.07.2003	20	3	3	17	1	0	62	25	17,0	32,2	7,2
KHB	20030702	02.07.2003	19	10	9	10	0	0	63	21	16,6	28,0	7,0
KHB	20030703	03.07.2003	22	8	10	12	0	0	64	28	20,0	37,0	9,0
KHB	20030704	04.07.2003	24	10	13	11	0	0	65			2,7	2,7
KHB	20030705	05.07.2003	22	10	11	11	0	0	66			2,7	2,7
KHB	20030706	06.07.2003	24	13	10	14	0	0	67			2,7	2,7
KHB	20030707	07.07.2003	22	11	6	16	1	0	68	27	13,4	32,4	5,4
KHB	20030708	08.07.2003	29	11	11	18	1	0	69	28	15,6	34,5	6,5
KHB	20030709	09.07.2003	21	11	10	11	5	0	70	17	17,0	24,2	7,2
KHB	20030710	10.07.2003	21	7	6	15	4	0	71	21	18,4	29,0	8,0
KHB	20030711	11.07.2003	22	12	12	10	4	0	72	24	18,0	31,7	7,7
KHB	20030712	12.07.2003	21	8	7	14	1	0	73	28	17,8	35,6	7,6
KHB	20030713	13.07.2003	24	11	13	11	0	0	74			2,7	2,7
KHB	20030714	14.07.2003	25	16	11	14	1	0	75	25	15,9	31,6	6,6
KHB	20030715	15.07.2003	22	11	10	12	1	0	76	26	11,0	30,5	4,5
KHB	20030716	16.07.2003	18	8	8	10	0	0	77	26	16,0	32,6	6,6
KHB	20030717	17.07.2003	28	15	15	13	0	0	78	27	17,8	34,6	7,6
KHB	20030718	18.07.2003	29	11	11	18	0	0	79			2,7	2,7
KHB	20030719	19.07.2003	25	10	12	13	1	0	80	28	9,8	32,1	4,1
KHB	20030720	20.07.2003	30	13	12	18	1	0	81	28	13,5	33,5	5,5
KHB	20030721	21.07.2003	25	12	12	13	0	0	82	26	19,9	34,9	8,9
KHB	20030722	22.07.2003	26	16	12	14	1	0	83	29	19,3	37,5	8,5
KHB	20030723	23.07.2003	16	12	10	6	4	0	84	27	21,3	36,8	9,8
KHB	20030724	24.07.2003	23	15	8	15	0	0	85	29	18,7	37,2	8,2
KHB	20030725	25.07.2003	23	11	13	10	1	0	86	29	19,6	37,7	8,7
KHB	20030726	26.07.2003	25	12	10	15	4	0	87	25	17,7	32,6	7,6
KHB	20030727	27.07.2003	22	11	13	9	1	0	88	27	17,5	34,4	7,4
KHB	20030728	28.07.2003	19	10	9	10	4	0	89	22	17,8	29,6	7,6
KHB	20030729	29.07.2003	15	10	10	5	4	0	90	22	18,0	29,8	7,8
KHB	20030730	30.07.2003	23	10	9	14	0	0	91	20	18,7	28,2	8,2
KHB	20030731	31.07.2003	31	10	17	14	5	0	92	20	15,4	26,4	6,4
KHB	20030801	01.08.2003	16	4	6	10	5	0	93	17	16,2	23,8	6,8
KHB	20030802	02.08.2003	26	9	12	14	5	0	94	19	14,9	25,1	6,1
KHB	20030803	03.08.2003	23	10	7	16	5	0	95	17	16,7	24,1	7,1
KHB	20030804	04.08.2003	22	11	11	11	5	0	96	21	16,0	27,7	6,7
KHB	20030805	05.08.2003	34	19	15	19	6	0	97	24	17,0	31,2	7,2
KHB	20030806	06.08.2003	21	11	11	10	1	0	98	26	15,4	32,3	6,3
KHB	20030807	07.08.2003	18	10	6	12	4	0	99	20	18,5	28,1	8,1
KHB	20030808	08.08.2003	25	6	12	13	5	0	100	20	18,5	28,1	8,1
KHB	20030809	09.08.2003	28	10	12	16	0	0	101	18	18,0	25,8	7,8
KHB	20030810	10.08.2003	19	8	8	11	5	0	102	16	16,0	22,7	6,7
KHB	20030811	11.08.2003	25	6	8	17	5	0	103	18	13,7	23,6	5,6
KHB	20030812	12.08.2003	26	11	8	18	5	0	104	20	14,8	26,1	6,1
KHB	20030813	13.08.2003	28	16	12	16	1	0	105	23	12,6	28,1	5,1
KHB	20030814	14.08.2003	24	15	11	13	4	0	106	19	18,7	27,2	8,2
KHB	20030815	15.08.2003	20	10	9	11	4	0	107	22	19,7	30,8	8,8
KHB	20030816	16.08.2003	19	12	10	9	4	0	108	23	17,0	30,2	7,2
KHB	20030817	17.08.2003	27	15	14	13	1	0	109	25	18,4	33,0	8,0
KHB	20030818	18.08.2003	30	20	11	19	6	0	110	26	20,1	35,0	9,0
KHB	20030819	19.08.2003	24	8	9	15	0	0	111	27	20,6	36,3	9,3
KHB	20030820	20.08.2003	25	12	8	17	4	0	112	26	20,8	35,5	9,5
KHB	20030821	21.08.2003	22	6	9	13	4	0	113	23	15,1	29,2	6,2
KHB	20030822	22.08.2003	27	12	15	12	5	0	114	18	16,7	25,1	7,1
KHB	20030823	23.08.2003	22	12	11	11	1	0	115	22	10,8	26,5	4,5
KHB	20030824	24.08.2003	14	3	2	12	1	0	116	23	12,6	28,1	5,1
KHB	20030825	25.08.2003	26	11	7	19	1	0	117	25	12,6	30,1	5,1
KHB	20030826	26.08.2003	22	12	8	14	1	0	118	26	16,3	32,8	6,8
KHB	20030827	27.08.2003	25	13	11	14	1	0	119	25	17,5	32,4	7,4
KHB	20030828	28.08.2003	15	10	10	5	4	0	120	15	14,7	21,1	6,1
KHB	20030829	29.08.2003	27	10	7	20	2	0	121	18	6,8	21,4	3,4
KHB	20030830	30.08.2003	19	5	6	13	5	0	122	13	8,9	16,9	3,9
KHB	20030831	31.08.2003	27	11	11	16	0	0	123	20	7,4	23,5	3,5
KHB	20030901	01.09.2003	26	11	12	14	0	0	124	20	16,0	26,7	6,7
KHB	20030902	02.09.2003	24	7	9	15	0	0	125	23	17,5	30,5	7,5
KHB	20030903	03.09.2003	25	7	9	16	5	0	126	15	14,7	21,1	6,1
KHB	20030904	04.09.2003	25	11	11	14	1	0	127	20	9,6	24,1	4,1
KHB	20030905	05.09.2003	19	9	8	11	0	0	128	17	12,3	22,1	5,1
KHB	20030906	06.09.2003	28	10	15	13	1	0	129	21	10,2	25,3	4,3
KHB	20030907	07.09.2003	21	12	10	11	0	0	130	22	8,5	25,7	3,7
KHB	20030908	08.09.2003	20	7	10	10	0	0	131	19	16,2	25,8	6,8
KHB	20030909	09.09.2003	17	7	6	11	0	0	132			2,7	2,7
KHB	20030910	10.09.2003	20	13	6	14	0	0	133			2,7	2,7
KHB	20030911	11.09.2003	29	10	12	17	0	0	134	18	4,2	20,9	2,9
KHB	20030912	12.09.2003	28	10	11	17	0	0	135	20	3,7	22,8	2,8
KHB	20030913	13.09.2003	26	12	14	12	0	0	136			2,7	2,7
KHB	20030914	14.09.2003	24	13	13	11	7	0	137	13	9,8	17,2	4,2
KHB	20030915	15.09.2003	22	10	7	15	2	0	138	16	5,0	19,0	3,0
KHB	20030916	16.09.2003	27	5	7	20	5	0	139	11	11,0	15,6	4,6
KHB	20030917	17.09.2003	28	9	9	19	0	0	140	16	7,5	19,5	3,5
KHB	20030918	18.09.2003	19	13	9	10	0	0	141	15	5,5	18,1	3,1
KHB	20030919	19.09.2003	24	8	9	15	5	0	142	14	7,1	17,4	3,4
KHB	20030920	20.09.2003	28	11	14	14	1	0	143	16	4,7	19,0	3,0
KHB	20030921	21.09.2003	21	10	12	9	5	0	144	13	8,9	16,9	3,9
KHB	20030922	22.09.2003	25	16	15	10	0	0	145			2,7	2,7
KHB	20030923	23.09.2003	18	8	8	10	1	0	146	21	8,6	24,8	3,8
KHB	20030924	24.09.2003	21	11	9	12	1	0	147	21	11,3	25,7	4,7
KHB	20030925	25.09.2003	29	18	15	14	6	0	148	22	11,4	26,7	4,7
KHB	20030926	26.09.2003	21	11	11	10	4	0	149	18	12,5	23,1	5,1
KHB	20030927	27.09.2003	30	15	12	18	4	0	150	17	10,6	21,4	4,4
KHB	20030928	28.09.2003	17	9	8	9	4	0	151	14	12,4	19,1	5,1
KHB	20030929	29.09.2003	18	10	9	9	4	0	152	15	6,6	18,3	3,3
KHB	20030930	30.09.2003	17	8	10	7	0	0	153			2,7	2,7
KHB	20040501	01.05.2004	31	12	14	17	1	0	1	13	-8,2	16,7	3,7
KHB	20040502	02.05.2004	25	13	13	12	1	0	2	13	-0,6	15,6	2,6
KHB	20040503	03.05.2004	25	16	12	13	5	0	3	5	4,6	8,0	3,0
KHB	20040504	04.05.2004	26	17	13	13	5	0	4	6	4,0	8,9	2,9
KHB	20040505	05.05.2004	17	8	6	11	5	0	5	7	1,7	9,7	2,7
KHB	20040506	06.05.2004	18	12	10	8	4	0	6	11	6,0	14,2	3,2
KHB	20040507	07.05.2004	24	11	11	13	5	0	7	11	5,1	14,1	3,1
KHB	20040508	08.05.2004	26	10	9	17	1	0	8	17	4,7	20,0	3,0
KHB	20040509	09.05.2004	20	6	10	10	6	0	9	22	4,1	24,9	2,9
KHB	20040510	10.05.2004	28	13	11	17	6	0	10	24	7,2	27,4	3,4
KHB	20040511	11.05.2004	27	14	15	12	4	0	11	12	0,5	14,7	2,7
KHB	20040512	12.05.2004	20	13	8	12	1	0	12	17	-0,7	19,6	2,6
KHB	20040513	13.05.2004	28	12	13	15	3	1	13	21	0,2	23,6	2,6
KHB	20040514	14.05.2004	30	8	9	21	1	0	14	22	7,0	25,4	3,4
KHB	20040515	15.05.2004	29	14	15	14	3	1	15	20	0,5	22,6	2,6
KHB	20040516	16.05.2004	33	16	12	21	1	0	16	19	6,5	22,3	3,3
KHB	20040517	17.05.2004	20	10	11	9	1	0	17	18	8,0	21,6	3,6
KHB	20040518	18.05.2004	25	10	10	15	4	0	18	14	7,3	17,5	3,5
KHB	20040519	19.05.2004	31	9	13	18	4	0	19	15	6,3	18,3	3,3
KHB	20040520	20.05.2004	34	19	12	22	4	0	20	14	9,8	18,2	4,2
KHB	20040521	21.05.2004	29	16	12	17	4	0	21	15	13,9	20,7	5,7
KHB	20040522	22.05.2004	21	11	12	9	4	0	22	11	5,3	14,1	3,1
KHB	20040523	23.05.2004	35	17	13	22	2	0	23	12	5,2	15,1	3,1
KHB	20040524	24.05.2004	13	4	7	6	1	0	24	16	6,2	19,2	3,2
KHB	20040525	25.05.2004	29	16	16	13	1	0	25	22	10,8	26,5	4,5
KHB	20040526	26.05.2004	30	14	12	18	7	0	26	20	3,7	22,8	2,8
KHB	20040527	27.05.2004	16	8	2	14	3	1	27	25	6,2	28,2	3,2
KHB	20040528	28.05.2004	28	12	11	17	4	0	28	16	12,4	21,1	5,1
KHB	20040529	29.05.2004	16	8	9	7	1	0	29	21	8,9	24,9	3,9
KHB	20040530	30.05.2004	18	11	7	11	1	0	30	20	2,8	22,7	2,7
KHB	20040531	31.05.2004	34	15	14	20	5	0	31	12	11,4	16,7	4,7
KHB	20040601	01.06.2004	27	13	7	20	1	0	32	18	5,9	21,2	3,2
