City	Date	SSC	Date	Mo=W+M	65+	W	M	DIS offensife(1,2,3 etc) non-offensive(0)	day of the season	T	Td	AT	T-AT
KHB	20030708	1	08.07.2003	29	11	11	18	0	69	28	15,6	34,5	6,5
KHB	20030709	5	09.07.2003	21	11	10	11	0	70	17	17,0	24,2	7,2
KHB	20030710	4	10.07.2003	21	7	6	15	0	71	21	18,4	29,0	8,0
KHB	20030711	4	11.07.2003	22	12	12	10	0	72	24	18,0	31,7	7,7
KHB	20030712	1	12.07.2003	21	8	7	14	0	73	28	17,8	35,6	7,6
KHB	20030713	0	13.07.2003	24	11	13	11	0	74			2,7	2,7
KHB	20030714	1	14.07.2003	25	16	11	14	0	75	25	15,9	31,6	6,6
KHB	20030715	1	15.07.2003	22	11	10	12	0	76	26	11,0	30,5	4,5
KHB	20030716	0	16.07.2003	18	8	8	10	0	77	26	16,0	32,6	6,6
KHB	20030717	0	17.07.2003	28	15	15	13	0	78	27	17,8	34,6	7,6
KHB	20030718	0	18.07.2003	29	11	11	18	0	79			2,7	2,7
KHB	20030719	1	19.07.2003	25	10	12	13	0	80	28	9,8	32,1	4,1
KHB	20030720	1	20.07.2003	30	13	12	18	0	81	28	13,5	33,5	5,5
KHB	20030721	0	21.07.2003	25	12	12	13	0	82	26	19,9	34,9	8,9
KHB	20030722	1	22.07.2003	26	16	12	14	0	83	29	19,3	37,5	8,5
KHB	20030723	4	23.07.2003	16	12	10	6	0	84	27	21,3	36,8	9,8
KHB	20030724	0	24.07.2003	23	15	8	15	0	85	29	18,7	37,2	8,2
KHB	20030725	1	25.07.2003	23	11	13	10	0	86	29	19,6	37,7	8,7
KHB	20030726	4	26.07.2003	25	12	10	15	0	87	25	17,7	32,6	7,6
KHB	20030727	1	27.07.2003	22	11	13	9	0	88	27	17,5	34,4	7,4
KHB	20030728	4	28.07.2003	19	10	9	10	0	89	22	17,8	29,6	7,6
KHB	20030729	4	29.07.2003	15	10	10	5	0	90	22	18,0	29,8	7,8
KHB	20030730	0	30.07.2003	23	10	9	14	0	91	20	18,7	28,2	8,2
KHB	20030731	5	31.07.2003	31	10	17	14	0	92	20	15,4	26,4	6,4
KHB	20030801	5	01.08.2003	16	4	6	10	0	93	17	16,2	23,8	6,8
KHB	20030802	5	02.08.2003	26	9	12	14	0	94	19	14,9	25,1	6,1
KHB	20030803	5	03.08.2003	23	10	7	16	0	95	17	16,7	24,1	7,1
KHB	20030804	5	04.08.2003	22	11	11	11	0	96	21	16,0	27,7	6,7
KHB	20030805	6	05.08.2003	34	19	15	19	0	97	24	17,0	31,2	7,2
KHB	20030806	1	06.08.2003	21	11	11	10	0	98	26	15,4	32,3	6,3
KHB	20030807	4	07.08.2003	18	10	6	12	0	99	20	18,5	28,1	8,1
KHB	20030808	5	08.08.2003	25	6	12	13	0	100	20	18,5	28,1	8,1
KHB	20030809	0	09.08.2003	28	10	12	16	0	101	18	18,0	25,8	7,8
KHB	20030810	5	10.08.2003	19	8	8	11	0	102	16	16,0	22,7	6,7
KHB	20030811	5	11.08.2003	25	6	8	17	0	103	18	13,7	23,6	5,6
KHB	20030812	5	12.08.2003	26	11	8	18	0	104	20	14,8	26,1	6,1
KHB	20030813	1	13.08.2003	28	16	12	16	0	105	23	12,6	28,1	5,1
KHB	20030814	4	14.08.2003	24	15	11	13	0	106	19	18,7	27,2	8,2
KHB	20030815	4	15.08.2003	20	10	9	11	0	107	22	19,7	30,8	8,8
KHB	20030816	4	16.08.2003	19	12	10	9	0	108	23	17,0	30,2	7,2
KHB	20030817	1	17.08.2003	27	15	14	13	0	109	25	18,4	33,0	8,0
KHB	20030818	6	18.08.2003	30	20	11	19	0	110	26	20,1	35,0	9,0
KHB	20030819	0	19.08.2003	24	8	9	15	0	111	27	20,6	36,3	9,3
KHB	20030820	4	20.08.2003	25	12	8	17	0	112	26	20,8	35,5	9,5
KHB	20030821	4	21.08.2003	22	6	9	13	0	113	23	15,1	29,2	6,2
KHB	20030822	5	22.08.2003	27	12	15	12	0	114	18	16,7	25,1	7,1
KHB	20030823	1	23.08.2003	22	12	11	11	0	115	22	10,8	26,5	4,5
KHB	20030824	1	24.08.2003	14	3	2	12	0	116	23	12,6	28,1	5,1
KHB	20030825	1	25.08.2003	26	11	7	19	0	117	25	12,6	30,1	5,1
KHB	20030826	1	26.08.2003	22	12	8	14	0	118	26	16,3	32,8	6,8
KHB	20030827	1	27.08.2003	25	13	11	14	0	119	25	17,5	32,4	7,4
KHB	20030828	4	28.08.2003	15	10	10	5	0	120	15	14,7	21,1	6,1
KHB	20030829	2	29.08.2003	27	10	7	20	0	121	18	6,8	21,4	3,4
KHB	20030830	5	30.08.2003	19	5	6	13	0	122	13	8,9	16,9	3,9
KHB	20030831	0	31.08.2003	27	11	11	16	0	123	20	7,4	23,5	3,5
KHB	20040601	1	01.06.2004	27	13	7	20	0	32	18	5,9	21,2	3,2
KHB	20040602	1	02.06.2004	25	10	10	15	0	33	23	9,8	27,1	4,1
KHB	20040603	3	03.06.2004	24	14	12	12	1	34	24	15,0	30,2	6,2
KHB	20040604	7	04.06.2004	26	16	15	11	0	35	22	4,6	24,9	2,9
KHB	20040605	1	05.06.2004	21	6	3	18	0	36	19	1,5	21,6	2,6
KHB	20040606	1	06.06.2004	28	15	10	18	0	37	15	3,5	17,8	2,8
KHB	20040607	2	07.06.2004	34	18	19	15	0	38	17	3,3	19,8	2,8
KHB	20040608	2	08.06.2004	19	6	9	10	0	39	15	8,0	18,7	3,7
KHB	20040609	1	09.06.2004	23	16	8	15	0	40	21	9,3	25,0	4,0
KHB	20040610	1	10.06.2004	21	11	9	12	0	41	24	7,2	27,4	3,4
KHB	20040611	4	11.06.2004	24	11	11	13	0	42	17	15,2	23,3	6,3
KHB	20040612	1	12.06.2004	20	7	9	11	0	43	21	8,6	24,8	3,8
KHB	20040613	7	13.06.2004	33	19	14	19	0	44	18	9,9	22,2	4,2
KHB	20040614	2	14.06.2004	19	11	7	12	0	45	17	3,3	19,8	2,8
KHB	20040615	1	15.06.2004	13	6	6	7	0	46	23	7,5	26,5	3,5
KHB	20040616	1	16.06.2004	22	10	11	11	0	47	27	10,2	31,2	4,2
KHB	20040617	66	17.06.2004	29	17	9	20	1	48	31	19,0	39,3	8,3
KHB	20040618	4	18.06.2004	21	11	9	12	0	49	20	19,7	28,8	8,8
KHB	20040619	4	19.06.2004	28	13	9	19	0	50	23	19,3	31,5	8,5
KHB	20040620	4	20.06.2004	19	11	11	8	0	51	22	17,7	29,6	7,6
KHB	20040621	5	21.06.2004	22	11	6	16	0	52	18	14,8	24,1	6,1
KHB	20040622	5	22.06.2004	23	11	10	13	0	53	14	13,4	19,5	5,5
KHB	20040623	5	23.06.2004	26	10	12	14	0	54	17	16,9	24,2	7,2
KHB	20040624	4	24.06.2004	21	11	11	10	0	55	22	16,8	29,1	7,1
KHB	20040625	6	25.06.2004	21	10	12	9	0	56	29	20,8	38,5	9,5
KHB	20040626	66	26.06.2004	24	11	12	12	1	57	30	18,6	38,1	8,1
KHB	20040627	4	27.06.2004	35	19	17	18	0	58	20	19,7	28,8	8,8
KHB	20040628	6	28.06.2004	16	7	9	7	0	59	25	20,2	34,1	9,1
KHB	20040629	4	29.06.2004	21	9	12	9	0	60	20	15,7	26,5	6,5
KHB	20040630	1	30.06.2004	12	6	9	3	0	61	22	10,7	26,4	4,4
KHB	20040701	1	01.07.2004	14	5	4	10	0	62	26	14,3	31,8	5,8
KHB	20040702	4	02.07.2004	28	22	19	9	0	63	25	15,7	31,5	6,5
KHB	20040703	4	03.07.2004	24	9	11	13	0	64	22	15,0	28,2	6,2
KHB	20040704	2	04.07.2004	27	16	13	14	0	65	22	15,2	28,3	6,3
KHB	20040705	4	05.07.2004	35	13	10	25	0	66	22	16,1	28,7	6,7
KHB	20040706	5	06.07.2004	18	9	4	14	0	67	17	16,9	24,2	7,2
KHB	20040707	4	07.07.2004	30	14	14	16	0	68	22	18,6	30,1	8,1
KHB	20040708	4	08.07.2004	16	7	7	9	0	69	25	20,7	34,4	9,4
KHB	20040709	4	09.07.2004	24	9	10	14	0	70	26	19,6	34,7	8,7
KHB	20040710	6	10.07.2004	20	6	4	16	0	71	23	16,8	30,1	7,1
KHB	20040711	1	11.07.2004	24	11	9	15	0	72	24	13,4	29,4	5,4
KHB	20040712	1	12.07.2004	25	16	8	17	0	73	26	16,1	32,7	6,7
KHB	20040713	6	13.07.2004	25	15	10	15	0	74	28	18,2	35,9	7,9
KHB	20040714	3	14.07.2004	26	16	16	10	1	75	28	20,7	37,4	9,4
KHB	20040715	4	15.07.2004	22	10	10	12	0	76	26	21,9	36,2	10,2
KHB	20040716	4	16.07.2004	21	12	11	10	0	77	23	20,4	32,2	9,2
KHB	20040717	4	17.07.2004	20	12	8	12	0	78	24	17,8	31,6	7,6
KHB	20040718	4	18.07.2004	18	11	7	11	0	79	24	20,0	33,0	9,0
KHB	20040719	5	19.07.2004	28	7	15	13	0	80	18	17,7	25,6	7,6
KHB	20040720	5	20.07.2004	21	10	10	11	0	81	20	18,7	28,2	8,2
KHB	20040721	4	21.07.2004	20	10	7	13	0	82	21	17,4	28,4	7,4
KHB	20040722	1	22.07.2004	24	13	11	13	0	83	30	20,8	39,5	9,5
KHB	20040723	4	23.07.2004	25	12	10	15	0	84	26	24,6	38,2	12,2
KHB	20040724	7	24.07.2004	30	18	12	18	0	85	28	20,1	37,0	9,0
KHB	20040725	1	25.07.2004	27	12	7	20	0	86	24	15,9	30,6	6,6
KHB	20040726	4	26.07.2004	24	12	12	12	0	87	23	18,8	31,2	8,2
KHB	20040727	1	27.07.2004	21	12	11	10	0	88	27	18,7	35,2	8,2
KHB	20040728	1	28.07.2004	15	7	6	9	0	89	28	16,0	34,6	6,6
KHB	20040729	4	29.07.2004	29	14	17	12	0	90	28	20,1	37,0	9,0
KHB	20040730	4	30.07.2004	18	8	5	13	0	91	21,7	16,4	28,6	6,9
KHB	20040731	1	31.07.2004	22	9	11	11	0	92	24,8	14,9	30,9	6,1
KHB	20040801	1	01.08.2004	29	11	12	17	0	93	24,3	12,6	29,4	5,1
KHB	20040802	1	02.08.2004	18	8	9	9	0	94	26,9	15,3	33,2	6,3
KHB	20040803	6	03.08.2004	29	12	12	17	0	95	28	19,5	36,6	8,6
KHB	20040804	7	04.08.2004	20	6	8	12	0	96	22,4	19,4	31,0	8,6
KHB	20040805	1	05.08.2004	14	7	8	6	0	97	22,9	13,1	28,2	5,3
KHB	20040806	6	06.08.2004	25	8	13	12	0	98	26,3	19,9	35,2	8,9
KHB	20040807	4	07.08.2004	25	12	11	14	0	99	24,2	23,9	35,9	11,7
KHB	20040808	4	08.08.2004	34	16	16	18	0	100	20,5	20,2	29,6	9,1
KHB	20040809	4	09.08.2004	12	9	6	6	0	101	22,8	18,3	30,7	7,9
KHB	20040810	4	10.08.2004	20	9	10	10	0	102	23,7	16,7	30,7	7,0
KHB	20040811	1	11.08.2004	29	15	16	13	0	103	24,6	17,8	32,2	7,6
KHB	20040812	2	12.08.2004	31	13	12	19	0	104	21,6	10,7	26,0	4,4
KHB	20040813	1	13.08.2004	23	12	8	15	0	105	23	13,2	28,4	5,4
KHB	20040814	1	14.08.2004	21	6	5	16	0	106	23,7	15,2	30,0	6,3
KHB	20040815	5	15.08.2004	19	8	5	14	0	107	15,3	15,3	21,7	6,4
KHB	20040816	0	16.08.2004	20	8	10	10	0	108	21	13,4	26,5	5,5
KHB	20040817	5	17.08.2004	24	12	11	13	0	109	19,5	15,8	26,1	6,6
KHB	20040818	4	18.08.2004	27	12	10	17	0	110	21,3	12,4	26,4	5,1
KHB	20040819	1	19.08.2004	22	6	8	14	0	111	24,2	13,1	29,5	5,3
KHB	20040820	1	20.08.2004	22	8	10	12	0	112	22,4	12,1	27,3	4,9
KHB	20040821	4	21.08.2004	18	9	10	8	0	113	22,6	14,2	28,4	5,8
KHB	20040822	1	22.08.2004	33	16	11	22	0	114	26,9	18,5	34,9	8,0
KHB	20040823	3	23.08.2004	23	11	13	10	1	115	29,1	19,4	37,7	8,6
KHB	20040824	1	24.08.2004	19	10	3	16	0	116	22,6	13,1	27,9	5,3
KHB	20040825	1	25.08.2004	31	13	11	20	0	117	23,4	14,7	29,4	6,0
KHB	20040826	1	26.08.2004	21	11	14	7	0	118	26,1	13,6	31,6	5,5
KHB	20040827	4	27.08.2004	27	13	9	18	0	119	25,2	17,7	32,8	7,6
KHB	20040828	1	28.08.2004	32	10	13	19	0	120	26,2	19,3	34,7	8,5
KHB	20040829	4	29.08.2004	22	10	9	13	0	121	23	15,3	29,3	6,3
KHB	20040830	4	30.08.2004	21	12	12	9	0	122	20,6	18,4	28,6	8,0
KHB	20040831	4	31.08.2004	19	10	6	13	0	123	18,7	18,7	26,9	8,2
KHB	20050601	1	01.06.2005	29	14	9	20	0	32	24,8	15,1	31,0	6,2
KHB	20050602	0	02.06.2005	12	7	4	8	0	33			2,7	2,7
KHB	20050603	4	03.06.2005	24	9	10	14	0	34	17,4	16,7	24,5	7,1
KHB	20050604	6	04.06.2005	28	11	10	18	0	35	23,6	15,1	29,8	6,2
KHB	20050605	5	05.06.2005	13	8	7	6	0	36	13,4	10,0	17,6	4,2
KHB	20050606	1	06.06.2005	25	13	10	15	0	37	23,1	13,6	28,6	5,5
KHB	20050607	6	07.06.2005	24	17	12	12	0	38	24,1	17,3	31,5	7,4
KHB	20050608	6	08.06.2005	14	10	7	7	0	39	25,9	17,8	33,5	7,6
KHB	20050609	4	09.06.2005	14	9	3	11	0	40	20,7	13,4	26,2	5,5
KHB	20050610	6	10.06.2005	18	7	8	10	0	41	22,6	16,8	29,7	7,1
KHB	20050611	6	11.06.2005	26	9	10	16	0	42	25,4	15,7	31,9	6,5
KHB	20050612	1	12.06.2005	31	14	10	21	0	43	26,3	12,0	31,2	4,9
KHB	20050613	1	13.06.2005	18	10	9	9	0	44	27,4	9,7	31,5	4,1
KHB	20050614	3	14.06.2005	25	11	14	11	1	45	29	14,8	35,0	6,0
KHB	20050615	6	15.06.2005	23	12	14	9	0	46	26,9	20,5	36,2	9,3
KHB	20050616	6	16.06.2005	28	14	11	17	0	47	28,6	19,5	37,2	8,6
KHB	20050617	6	17.06.2005	25	11	10	15	0	48	26,1	16,9	33,2	7,1
KHB	20050618	6	18.06.2005	25	11	6	19	0	49	27,9	17,4	35,3	7,4
KHB	20050619	6	19.06.2005	26	10	11	15	0	50	28,9	17,4	36,3	7,4
KHB	20050620	3	20.06.2005	24	8	12	12	0	51	30	17,1	37,2	7,2
KHB	20050621	6	21.06.2005	24	12	10	14	0	52	28	19,0	36,3	8,3
KHB	20050622	66	22.06.2005	30	20	15	15	1	53	30,2	17,0	37,4	7,2
KHB	20050623	7	23.06.2005	40	24	21	19	0	54	26,5	8,5	30,2	3,7
KHB	20050624	4	24.06.2005	19	10	12	7	0	55	20,4	12,6	25,5	5,1
KHB	20050625	1	25.06.2005	20	7	7	13	0	56	28,9	13,6	34,4	5,5
KHB	20050626	6	26.06.2005	34	10	15	19	0	57	26,3	17,1	33,5	7,2
KHB	20050627	1	27.06.2005	16	5	4	12	0	58	27,6	6,9	30,9	3,3
KHB	20050628	1	28.06.2005	25	11	9	16	0	59	27,2	12,4	32,2	5,0
KHB	20050629	1	29.06.2005	23	11	10	13	0	60	29,3	15,4	35,6	6,3
KHB	20050630	6	30.06.2005	16	9	5	11	0	61	30,5	16,9	37,6	7,1
KHB	20050701	6	01.07.2005	16	4	12	4	0	62	28,6	18,4	36,6	8,0
KHB	20050702	4	02.07.2005	14	8	6	8	0	63	25	17,5	32,5	7,5
KHB	20050703	6	03.07.2005	25	14	8	17	0	64	29	20,7	38,4	9,4
KHB	20050704	4	04.07.2005	25	18	12	13	0	65	18,8	17,5	26,3	7,5
KHB	20050705	4	05.07.2005	24	11	13	11	0	66	23,1	17,5	30,6	7,5
KHB	20050706	5	06.07.2005	16	10	9	7	0	67	19,2	14,2	25,0	5,8
KHB	20050707	2	07.07.2005	19	9	9	10	0	68	20,1	9,9	24,3	4,2
KHB	20050708	1	08.07.2005	25	14	10	15	0	69	24,9	11,8	29,7	4,8
KHB	20050709	1	09.07.2005	29	12	13	16	0	70	27,1	16,1	33,8	6,7
KHB	20050710	1	10.07.2005	22	15	9	13	0	71	29	14,0	34,7	5,7
KHB	20050711	1	11.07.2005	22	5	5	17	0	72	30,3	14,8	36,3	6,0
KHB	20050712	3	12.07.2005	30	19	12	18	1	73	31,7	16,8	38,7	7,0
KHB	20050713	3	13.07.2005	22	8	8	14	2	74	32,3	14,0	38,0	5,7
KHB	20050714	3	14.07.2005	33	15	13	20	3	75	29,2	20,1	38,2	9,0
KHB	20050715	4	15.07.2005	23	9	7	16	0	76	21	21,0	30,6	9,6
KHB	20050716	6	16.07.2005	26	16	13	13	0	77	27,6	21,9	37,8	10,2
KHB	20050717	4	17.07.2005	17	10	5	12	0	78	19,5	19,5	28,2	8,7
KHB	20050718	4	18.07.2005	27	16	10	17	0	79	23,9	19,2	32,4	8,5
KHB	20050719	1	19.07.2005	25	13	9	16	0	80	24,5	16,7	31,5	7,0
KHB	20050720	4	20.07.2005	34	17	13	21	0	81	22,6	19,6	31,3	8,7
KHB	20050721	4	21.07.2005	14	5	6	8	0	82	25,6	20,2	34,7	9,1
KHB	20050722	0	22.07.2005	18	8	8	10	0	83	25,9	20,2	35,0	9,1
KHB	20050723	0	23.07.2005	17	6	7	10	0	84	23,8	21,9	34,0	10,2
KHB	20050724	6	24.07.2005	24	11	11	13	0	85	28,5	21,5	38,4	9,9
KHB	20050725	4	25.07.2005	22	10	8	14	0	86	28,1	20,6	37,4	9,3
KHB	20050726	4	26.07.2005	27	11	11	16	0	87	20,7	20,7	30,2	9,5
KHB	20050727	4	27.07.2005	23	9	10	13	0	88	25,5	20,1	34,5	9,0
KHB	20050728	4	28.07.2005	21	10	11	10	0	89	25,8	19,0	34,1	8,3
KHB	20050729	5	29.07.2005	24	16	15	9	0	90	17,9	17,9	25,6	7,7
KHB	20050730	4	30.07.2005	20	9	12	8	0	91	20,3	17,3	27,7	7,4
KHB	20050731	4	31.07.2005	22	14	11	11	0	92	26,8	18,9	35,1	8,3
KHB	20050801	6	01.08.2005	16	7	6	10	0	93	28,2	22,0	38,5	10,3
KHB	20050802	4	02.08.2005	13	5	2	11	0	94	23,4	21,7	33,5	10,1
KHB	20050803	6	03.08.2005	28	9	12	16	0	95	24,5	23,3	35,8	11,3
KHB	20050804	66	04.08.2005	29	13	15	14	1	96	27,8	23,2	39,0	11,2
KHB	20050805	6	05.08.2005	24	11	14	10	0	97	26	16,0	32,7	6,7
KHB	20050806	1	06.08.2005	30	17	12	18	0	98	26,7	18,0	34,4	7,7
KHB	20050807	1	07.08.2005	28	14	16	12	0	99	27,2	12,4	32,2	5,0
KHB	20050808	7	08.08.2005	22	11	9	13	0	100	29,2	23,2	40,4	11,2
KHB	20050809	66	09.08.2005	28	20	14	14	1	101	31,2	20,2	40,3	9,1
KHB	20050810	66	10.08.2005	24	9	10	14	2	102	31,1	21,9	41,3	10,2
KHB	20050811	66	11.08.2005	29	17	10	19	3	103	31	23,9	42,7	11,7
KHB	20050812	67	12.08.2005	36	17	8	28	4	104	29,1	24,4	41,2	12,1
KHB	20050813	67	13.08.2005	35	15	17	18	5	105	30,5	25,3	43,3	12,8
KHB	20050814	6	14.08.2005	26	14	10	16	0	106	28,1	21,4	38,0	9,9
KHB	20050815	1	15.08.2005	28	12	11	17	0	107	26,3	14,1	32,0	5,7
KHB	20050816	4	16.08.2005	23	13	9	14	0	108	19,3	16,9	26,5	7,2
KHB	20050817	4	17.08.2005	17	11	11	6	0	109	19,8	13,9	25,5	5,7
KHB	20050818	4	18.08.2005	17	7	7	10	0	110	20,1	14,9	26,3	6,2
KHB	20050819	1	19.08.2005	21	15	7	14	0	111	23,7	15,7	30,2	6,5
KHB	20050820	1	20.08.2005	23	10	9	14	0	112	23,9	14,9	30,0	6,1
KHB	20050821	1	21.08.2005	23	10	11	12	0	113	26,2	11,5	30,9	4,7
KHB	20050822	1	22.08.2005	18	7	5	13	0	114	24,8	11,0	29,3	4,5
KHB	20050823	1	23.08.2005	22	11	10	12	0	115	27,2	12,0	32,1	4,9
KHB	20050824	1	24.08.2005	23	13	7	16	0	116	26,6	11,5	31,3	4,7
KHB	20050825	1	25.08.2005	20	8	11	9	0	117	27,6	13,9	33,2	5,6
KHB	20050826	4	26.08.2005	21	12	11	10	0	118	19,7	17,8	27,4	7,7
KHB	20050827	4	27.08.2005	25	14	8	17	0	119	17,6	17,6	25,2	7,6
KHB	20050828	4	28.08.2005	11	6	2	9	0	120	18,5	17,5	26,0	7,5
KHB	20050829	4	29.08.2005	25	14	13	12	0	121	22,9	20,6	32,3	9,4
KHB	20050830	7	30.08.2005	19	8	6	13	0	122	16,3	5,0	19,3	3,0
KHB	20050831	2	31.08.2005	19	8	8	11	0	123	17	5,0	20,0	3,0
KHB	20060601	4	01.06.2006	19	9	9	10	0	32	13,6	10,0	17,8	4,2
KHB	20060602	0	02.06.2006	22	13	11	11	0	33			2,7	2,7
KHB	20060603	1	03.06.2006	24	12	12	12	0	34	24,2	12,2	29,2	5,0
KHB	20060604	4	04.06.2006	25	11	11	14	0	35	17,7	17,5	25,2	7,5
KHB	20060605	4	05.06.2006	24	13	9	15	0	36	22	16,5	28,9	6,9
KHB	20060606	5	06.06.2006	28	11	11	17	0	37	13	12,2	18,0	5,0
KHB	20060607	4	07.06.2006	26	20	17	9	0	38	18,9	13,5	24,4	5,5
KHB	20060608	5	08.06.2006	22	11	8	14	0	39	14,4	14,1	20,2	5,8
KHB	20060609	5	09.06.2006	20	10	9	11	0	40	13,5	12,5	18,6	5,1
KHB	20060610	5	10.06.2006	15	6	3	12	0	41	15,9	12,4	21,0	5,1
KHB	20060611	0	11.06.2006	18	11	12	6	0	42	20	13,7	25,6	5,6
KHB	20060612	6	12.06.2006	24	15	16	8	0	43	21,5	16,9	28,7	7,2
KHB	20060613	6	13.06.2006	23	11	12	11	0	44	24,1	15,6	30,6	6,5
KHB	20060614	6	14.06.2006	24	16	10	14	0	45	23,2	18,3	31,1	7,9
KHB	20060615	6	15.06.2006	19	14	10	9	0	46	23,8	16,8	30,9	7,1
KHB	20060616	4	16.06.2006	19	7	10	9	0	47	18,4	16,7	25,5	7,1
KHB	20060617	4	17.06.2006	15	6	6	9	0	48	16	15,8	22,6	6,6
KHB	20060618	4	18.06.2006	18	7	9	9	0	49	20,1	16,5	27,1	7,0
KHB	20060619	4	19.06.2006	24	14	11	13	0	50	20,9	18,6	29,0	8,1
KHB	20060620	4	20.06.2006	28	13	14	14	0	51	19,4	18,1	27,2	7,8
KHB	20060621	5	21.06.2006	12	5	7	5	0	52	17,4	16,6	24,4	7,0
KHB	20060622	4	22.06.2006	20	10	12	8	0	53	19,9	17,1	27,2	7,3
KHB	20060623	6	23.06.2006	20	7	8	12	0	54	25,5	16,1	32,2	6,7
KHB	20060624	6	24.06.2006	24	12	9	15	0	55	27,3	18,0	35,0	7,7
KHB	20060625	6	25.06.2006	28	15	12	16	0	56	28,1	17,3	35,4	7,3
KHB	20060626	6	26.06.2006	30	15	10	20	0	57	25,8	21,2	35,6	9,8
KHB	20060627	7	27.06.2006	15	10	11	4	0	58	12,4	12,4	17,5	5,1
KHB	20060628	5	28.06.2006	10	8	4	6	0	59	12,5	11,4	17,2	4,7
KHB	20060629	5	29.06.2006	18	9	8	10	0	60	18,3	14,4	24,2	5,9
KHB	20060630	1	30.06.2006	20	12	8	12	0	61	26,8	19,7	35,6	8,8
KHB	20060701	1	01.07.2006	20	9	6	14	0	62	29,3	19,3	37,8	8,5
KHB	20060702	3	02.07.2006	26	11	10	16	1	63	31	18,7	39,1	8,1
KHB	20060703	3	03.07.2006	20	9	5	15	2	64	31,3	21,2	41,0	9,7
KHB	20060704	7	04.07.2006	26	12	10	16	0	65	27,7	23,9	39,4	11,7
KHB	20060705	7	05.07.2006	22	12	16	6	0	66	27,7	22,2	38,1	10,4
KHB	20060706	4	06.07.2006	17	6	5	12	0	67	24,8	22,1	35,2	10,4
KHB	20060707	4	07.07.2006	26	18	11	15	0	68	23,4	20,5	32,7	9,3
KHB	20060708	4	08.07.2006	18	10	6	12	0	69	24,1	20,4	33,3	9,2
KHB	20060709	4	09.07.2006	24	9	5	19	0	70	21,6	19,5	30,3	8,7
KHB	20060710	4	10.07.2006	16	9	6	10	0	71	25,1	22,0	35,4	10,3
KHB	20060711	4	11.07.2006	25	13	10	15	0	72	28	23,1	39,1	11,1
KHB	20060712	66	12.07.2006	25	15	12	13	1	73	28,6	22,1	39,0	10,4
KHB	20060713	66	13.07.2006	19	12	10	9	2	74	28,9	23,1	40,0	11,1
KHB	20060714	5	14.07.2006	23	9	12	11	0	75	18,7	18,4	26,7	8,0
KHB	20060715	5	15.07.2006	23	15	11	12	0	76	20,5	17,7	28,1	7,6
KHB	20060716	4	16.07.2006	14	10	7	7	0	77	25,1	17,0	32,3	7,2
KHB	20060717	1	17.07.2006	24	14	10	14	0	78	27,9	17,1	35,1	7,2
KHB	20060718	1	18.07.2006	18	6	10	8	0	79	28,1	17,6	35,6	7,5
KHB	20060719	1	19.07.2006	16	10	10	6	0	80	29,9	17,4	37,3	7,4
KHB	20060720	1	20.07.2006	19	11	7	12	0	81	29,4	18,5	37,4	8,0
KHB	20060721	4	21.07.2006	24	13	10	14	0	82	25,3	22,4	35,9	10,6
KHB	20060722	4	22.07.2006	20	9	4	16	0	83	24,9	19,9	33,8	8,9
KHB	20060723	5	23.07.2006	16	8	2	14	0	84	20,1	17,5	27,6	7,5
KHB	20060724	5	24.07.2006	18	10	8	10	0	85	15,6	15,6	22,1	6,5
KHB	20060725	1	25.07.2006	22	14	8	14	0	86	23	12,0	27,9	4,9
KHB	20060726	1	26.07.2006	25	14	9	16	0	87	28,5	19,4	37,1	8,6
KHB	20060727	6	27.07.2006	19	8	10	9	0	88	28,5	19,2	36,9	8,4
KHB	20060728	4	28.07.2006	15	9	7	8	0	89	27,6	22,1	38,0	10,4
KHB	20060729	4	29.07.2006	15	7	6	9	0	90	24	21,3	33,8	9,8
KHB	20060730	4	30.07.2006	20	8	11	9	0	91	22,8	22,1	33,2	10,4
KHB	20060731	4	31.07.2006	24	18	11	13	0	92	19,5	19,5	28,2	8,7
KHB	20060801	4	01.08.2006	22	13	10	12	0	93	22	21,5	32,0	10,0
KHB	20060802	6	02.08.2006	18	10	8	10	0	94	24,8	22,3	35,3	10,5
KHB	20060803	6	03.08.2006	27	14	12	15	0	95	26,1	21,3	35,9	9,8
KHB	20060804	66	04.08.2006	27	12	14	13	1	96	28,5	22,3	39,0	10,5
KHB	20060805	66	05.08.2006	15	10	6	9	2	97	26,9	24,5	39,1	12,2
KHB	20060806	6	06.08.2006	20	10	8	12	3	98	23,6	22,4	34,2	10,6
KHB	20060807	66	07.08.2006	23	16	11	12	4	99	29,7	25,0	42,2	12,5
KHB	20060808	0	08.08.2006	17	10	7	10	0	100	28,5	25,3	41,3	12,8
KHB	20060809	0	09.08.2006	18	9	7	11	0	101	31,7	23,5	43,1	11,4
KHB	20060810	4	10.08.2006	16	8	3	13	0	102	22,9	22,9	33,9	11,0
KHB	20060811	4	11.08.2006	24	14	6	18	0	103	25,9	23,0	36,9	11,0
KHB	20060812	4	12.08.2006	24	13	9	15	0	104	25,6	24,2	37,5	11,9
KHB	20060813	6	13.08.2006	23	6	12	11	0	105	29,1	21,6	39,1	10,0
KHB	20060814	4	14.08.2006	20	14	12	8	0	106	26,5	24,3	38,5	12,0
KHB	20060815	4	15.08.2006	21	18	11	10	0	107	26,5	21,3	36,3	9,8
KHB	20060816	6	16.08.2006	14	10	7	7	0	108	26,1	16,6	33,1	7,0
