City	Date	SSC	Date	Mo=W+M	65+	W	M	DIS offensife(1,2,3 etc) non-offensive(0)	day of the season	T	Td	AT	T-AT
KHB	20060817	4	17.08.2006	20	10	9	11	0	109	23,4	18,1	31,2	7,8
KHB	20060818	4	18.08.2006	16	8	6	10	0	110	24,6	16,1	31,3	6,7
KHB	20060819	1	19.08.2006	18	12	10	8	0	111	26,5	18,9	34,8	8,3
KHB	20060820	6	20.08.2006	22	12	10	12	0	112	28,4	19,9	37,3	8,9
KHB	20060821	4	21.08.2006	18	8	3	15	0	113	23,8	17,1	31,1	7,3
KHB	20060822	1	22.08.2006	22	12	10	12	0	114	26,6	15,0	32,8	6,2
KHB	20060823	1	23.08.2006	26	12	14	12	0	115	24,8	9,1	28,7	3,9
KHB	20060824	4	24.08.2006	24	15	11	13	0	116	25,1	18,3	33,0	7,9
KHB	20060825	4	25.08.2006	20	11	6	14	0	117	25,3	16,4	32,2	6,9
KHB	20060826	1	26.08.2006	29	18	13	16	0	118	28,4	18,8	36,6	8,2
KHB	20060827	4	27.08.2006	26	9	12	14	0	119	22,2	22,2	32,7	10,5
KHB	20060828	4	28.08.2006	20	9	11	9	0	120	19,2	19,2	27,7	8,5
KHB	20060829	4	29.08.2006	22	10	11	11	0	121	23,3	19,6	32,0	8,7
KHB	20060830	1	30.08.2006	20	10	10	10	0	122	24,1	17,3	31,5	7,4
KHB	20060831	4	31.08.2006	17	10	9	8	0	123	24,5	18,4	32,5	8,0
KHB	20070601	3	01.06.2007	17	9	9	8	2	32	29	13,3	34,4	5,4
KHB	20070602	3	02.06.2007	26	13	14	12	3	33	28,8	11,8	33,6	4,8
KHB	20070603	3	03.06.2007	24	15	8	16	4	34	28,5	13,6	34,0	5,5
KHB	20070604	6	04.06.2007	24	12	11	13	0	35	23,9	13,4	29,3	5,4
KHB	20070605	0	05.06.2007	14	9	5	9	0	36	20,5	15,1	26,7	6,2
KHB	20070606	4	06.06.2007	20	16	8	12	0	37	15,5	14,4	21,4	5,9
KHB	20070607	1	07.06.2007	14	7	4	10	0	38	23	13,8	28,6	5,6
KHB	20070608	6	08.06.2007	19	7	8	11	0	39	25,1	15,4	31,5	6,4
KHB	20070609	6	09.06.2007	31	16	16	15	0	40	20,7	17,3	28,1	7,4
KHB	20070610	1	10.06.2007	22	10	10	12	0	41	26	10,2	30,2	4,2
KHB	20070611	6	11.06.2007	21	12	9	12	0	42	28,6	19,0	36,9	8,3
KHB	20070612	7	12.06.2007	26	15	14	12	0	43	29	21,0	38,6	9,6
KHB	20070613	1	13.06.2007	22	12	10	12	0	44	23,2	5,6	26,3	3,1
KHB	20070614	1	14.06.2007	28	15	11	17	0	45	24,4	8,4	28,1	3,7
KHB	20070615	1	15.06.2007	28	13	11	17	0	46	26,1	6,7	29,4	3,3
KHB	20070616	3	16.06.2007	20	13	14	6	1	47	29,8	10,9	34,2	4,4
KHB	20070617	4	17.06.2007	20	12	12	8	0	48	21,7	18,5	29,8	8,1
KHB	20070618	4	18.06.2007	22	14	11	11	0	49	20,5	14,2	26,3	5,8
KHB	20070619	0	19.06.2007	21	10	8	13	0	50			2,7	2,7
KHB	20070620	4	20.06.2007	15	7	11	4	0	51	20,1	17,3	27,5	7,4
KHB	20070621	4	21.06.2007	24	12	6	18	0	52	21,7	16,4	28,6	6,9
KHB	20070622	4	22.06.2007	19	10	11	8	0	53	21,5	15,8	28,1	6,6
KHB	20070623	5	23.06.2007	17	11	9	8	0	54	18,2	17,0	25,4	7,2
KHB	20070624	4	24.06.2007	27	15	13	14	0	55	21,5	16,5	28,4	6,9
KHB	20070625	1	25.06.2007	22	10	10	12	0	56	24,5	14,6	30,5	6,0
KHB	20070626	6	26.06.2007	17	9	7	10	0	57	26,2	20,1	35,2	9,0
KHB	20070627	7	27.06.2007	24	12	11	13	0	58	27,8	20,9	37,3	9,5
KHB	20070628	1	28.06.2007	23	14	13	10	0	59	23,4	12,7	28,6	5,2
KHB	20070629	1	29.06.2007	20	10	5	15	0	60	23	14,8	29,1	6,1
KHB	20070630	1	30.06.2007	21	15	11	10	0	61	22,3	13,9	28,0	5,7
KHB	20070701	1	01.07.2007	21	11	6	15	0	62	26,7	13,1	32,0	5,3
KHB	20070702	1	02.07.2007	27	18	12	15	0	63	28,3	14,2	34,1	5,8
KHB	20070703	3	03.07.2007	26	14	12	14	1	64	31	15,8	37,5	6,5
KHB	20070704	3	04.07.2007	28	12	12	16	2	65	32,3	13,5	37,7	5,4
KHB	20070705	6	05.07.2007	17	11	9	8	0	66	31	19,0	39,3	8,3
KHB	20070706	4	06.07.2007	26	15	10	16	0	67	26,7	21,2	36,4	9,7
KHB	20070707	1	07.07.2007	27	14	13	14	0	68	24,7	17,4	32,1	7,4
KHB	20070708	1	08.07.2007	20	9	12	8	0	69	25,6	16,4	32,5	6,9
KHB	20070709	1	09.07.2007	27	11	10	17	0	70	28,8	13,5	34,3	5,5
KHB	20070710	1	10.07.2007	15	8	5	10	0	71	30,3	17,4	37,7	7,4
KHB	20070711	1	11.07.2007	23	16	7	16	0	72	31,1	16,3	37,9	6,8
KHB	20070712	3	12.07.2007	25	14	12	13	1	73	29,8	15,5	36,2	6,4
KHB	20070713	6	13.07.2007	23	11	9	14	2	74	30,4	16,8	37,5	7,1
KHB	20070714	3	14.07.2007	23	13	11	12	3	75	31,9	18,5	39,9	8,0
KHB	20070715	3	15.07.2007	24	12	7	17	4	76	34,5	17,7	42,0	7,5
KHB	20070716	3	16.07.2007	27	18	11	16	5	77	29,4	16,9	36,5	7,1
KHB	20070717	3	17.07.2007	13	8	4	9	6	78	31,6	17,1	38,8	7,2
KHB	20070718	4	18.07.2007	16	10	6	10	0	79	25,8	21,0	35,4	9,6
KHB	20070719	4	19.07.2007	21	13	15	6	0	80	19,5	19,5	28,2	8,7
KHB	20070720	5	20.07.2007	18	10	7	11	0	81	20,3	18,1	28,1	7,8
KHB	20070721	1	21.07.2007	26	13	15	11	0	82	24,6	14,1	30,4	5,8
KHB	20070722	1	22.07.2007	17	7	6	11	0	83	24,9	10,4	29,2	4,3
KHB	20070723	1	23.07.2007	33	16	15	18	0	84	24,5	12,1	29,4	4,9
KHB	20070724	1	24.07.2007	23	11	10	13	0	85	23,7	14,9	29,8	6,1
KHB	20070725	4	25.07.2007	19	11	7	12	0	86	25,2	14,9	31,3	6,1
KHB	20070726	1	26.07.2007	15	8	4	11	0	87	29	19,0	37,3	8,3
KHB	20070727	4	27.07.2007	20	13	13	7	0	88	19,9	19,8	28,8	8,9
KHB	20070728	2	28.07.2007	20	7	6	14	0	89	22,9	13,4	28,4	5,5
KHB	20070729	1	29.07.2007	18	9	11	7	0	90	26,6	17,7	34,2	7,6
KHB	20070730	4	30.07.2007	16	7	8	8	0	91	23,2	21,6	33,2	10,0
KHB	20070731	1	31.07.2007	12	6	4	8	0	92	25,8	13,3	31,2	5,4
KHB	20070801	4	01.08.2007	23	12	10	13	0	93	23,6	14,5	29,5	5,9
KHB	20070802	5	02.08.2007	29	16	12	17	0	94	19,5	18,5	27,6	8,1
KHB	20070803	4	03.08.2007	22	14	8	14	0	95	24,8	19,2	33,3	8,5
KHB	20070804	6	04.08.2007	23	11	10	13	0	96	27,3	17,2	34,6	7,3
KHB	20070805	6	05.08.2007	33	15	13	20	0	97	27,7	19,8	36,5	8,8
KHB	20070806	6	06.08.2007	25	10	8	17	0	98	28,6	20,9	38,1	9,5
KHB	20070807	6	07.08.2007	13	8	6	7	0	99	27,8	21,8	38,0	10,2
KHB	20070808	3	08.08.2007	24	11	7	17	0	100	29,4	22,4	40,0	10,6
KHB	20070809	4	09.08.2007	19	12	7	12	0	101	19,9	19,9	28,8	8,9
KHB	20070810	4	10.08.2007	24	12	10	14	0	102	26,6	22,9	37,5	10,9
KHB	20070811	4	11.08.2007	21	9	11	10	0	103	23	23,0	34,0	11,0
KHB	20070812	66	12.08.2007	25	15	11	14	1	104	29,7	24,6	41,9	12,2
KHB	20070813	4	13.08.2007	22	12	4	18	0	105	21,1	21,1	30,8	9,7
KHB	20070814	4	14.08.2007	27	17	11	16	0	106	24,3	24,3	36,3	12,0
KHB	20070815	4	15.08.2007	28	11	11	17	0	107	23,9	21,4	33,8	9,9
KHB	20070816	4	16.08.2007	20	10	11	9	0	108	19,8	17,7	27,4	7,6
KHB	20070817	1	17.08.2007	13	8	8	5	0	109	25,6	19,3	34,1	8,5
KHB	20070818	6	18.08.2007	23	7	6	17	0	110	26,9	21,4	36,8	9,9
KHB	20070819	4	19.08.2007	26	12	11	15	0	111	25,9	23,9	37,6	11,7
KHB	20070820	67	20.08.2007	15	9	6	9	1	112	28,1	25,5	41,1	13,0
KHB	20070821	7	21.08.2007	16	8	10	6	0	113	23,7	20,4	32,9	9,2
KHB	20070822	5	22.08.2007	16	7	8	8	0	114	16,9	13,0	22,2	5,3
KHB	20070823	1	23.08.2007	12	7	6	6	0	115	24,2	13,7	29,8	5,6
KHB	20070824	1	24.08.2007	16	9	5	11	0	116	25,4	16,5	32,3	6,9
KHB	20070825	4	25.08.2007	17	8	8	9	0	117	25,5	19,4	34,1	8,6
KHB	20070826	4	26.08.2007	26	11	8	18	0	118	21,9	14,0	27,6	5,7
KHB	20070827	1	27.08.2007	25	20	9	16	0	119	23,4	10,1	27,6	4,2
KHB	20070828	4	28.08.2007	19	11	11	8	0	120	21,2	15,7	27,7	6,5
KHB	20070829	1	29.08.2007	24	12	16	8	0	121	23,2	11,3	27,8	4,6
KHB	20070830	1	30.08.2007	18	7	8	10	0	122	21,1	10,6	25,5	4,4
KHB	20070831	1	31.08.2007	21	13	10	11	0	123	22,5	9,3	26,5	4,0
KHB	20080601	1	01.06.2008	25	11	11	14	0	32	23,4	5,8	26,5	3,1
KHB	20080602	1	02.06.2008	19	11	10	9	0	33	23,6	9,6	27,7	4,1
KHB	20080603	1	03.06.2008	21	14	9	12	0	34	25,4	12,3	30,4	5,0
KHB	20080604	3	04.06.2008	19	17	7	12	1	35	27,7	10,0	31,9	4,2
KHB	20080605	3	05.06.2008	14	10	8	6	2	36	27,1	8,0	30,7	3,6
KHB	20080606	6	06.06.2008	24	16	9	15	0	37	25	14,5	30,9	5,9
KHB	20080607	6	07.06.2008	28	12	15	13	0	38	25,2	15,2	31,5	6,3
KHB	20080608	6	08.06.2008	23	10	15	8	0	39	26	11,4	30,6	4,6
KHB	20080609	6	09.06.2008	21	15	10	11	0	40	23,6	18,7	31,8	8,2
KHB	20080610	2	10.06.2008	19	8	6	13	0	41	18,8	3,8	21,6	2,8
KHB	20080611	1	11.06.2008	23	8	4	19	0	42	19,2	7,3	22,7	3,5
KHB	20080612	2	12.06.2008	17	11	13	4	0	43	15,9	7,9	19,5	3,6
KHB	20080613	5	13.06.2008	18	11	7	11	0	44	18,4	12,6	23,5	5,1
KHB	20080614	1	14.06.2008	19	12	6	13	0	45	23,6	12,6	28,7	5,1
KHB	20080615	6	15.06.2008	17	7	8	9	0	46	24,8	20,0	33,8	9,0
KHB	20080616	1	16.06.2008	25	10	14	11	0	47	28,1	15,4	34,4	6,3
KHB	20080617	3	17.06.2008	23	12	6	17	1	48	34,5	14,4	40,3	5,8
KHB	20080618	3	18.06.2008	29	23	20	9	2	49	34,6	16,9	41,7	7,1
KHB	20080619	6	19.06.2008	24	14	8	16	0	50	23,4	18,7	31,6	8,2
KHB	20080620	6	20.06.2008	18	13	11	7	0	51	24,8	15,4	31,2	6,4
KHB	20080621	1	21.06.2008	23	17	14	9	0	52	24,6	15,0	30,8	6,2
KHB	20080622	1	22.06.2008	11	7	6	5	0	53	29	13,7	34,5	5,5
KHB	20080623	0	23.06.2008	28	17	13	15	0	54	31,4	13,2	36,7	5,3
KHB	20080624	3	24.06.2008	23	7	9	14	1	55	32,8	13,9	38,4	5,6
KHB	20080625	7	25.06.2008	27	14	12	15	0	56	30,6	5,1	33,6	3,0
KHB	20080626	3	26.06.2008	24	14	9	15	1	57	34,5	13,4	39,9	5,4
KHB	20080627	4	27.06.2008	23	12	8	15	0	58	19,6	15,0	25,8	6,2
KHB	20080628	4	28.06.2008	15	9	6	9	0	59	21,3	13,7	26,9	5,6
KHB	20080629	1	29.06.2008	15	9	7	8	0	60	27,7	8,6	31,4	3,7
KHB	20080630	3	30.06.2008	17	7	7	10	1	61	32,5	12,7	37,6	5,1
KHB	20080701	3	01.07.2008	25	10	7	18	2	62	33,8	16,2	40,5	6,7
KHB	20080702	3	02.07.2008	21	10	6	15	3	63	29,3	17,5	36,7	7,4
KHB	20080703	4	03.07.2008	19	8	8	11	0	64	21,9	21,4	31,8	9,9
KHB	20080704	4	04.07.2008	18	9	6	12	0	65	24,7	20,8	34,2	9,5
KHB	20080705	66	05.07.2008	24	10	9	15	1	66	28,4	22,4	39,0	10,6
KHB	20080706	66	06.07.2008	17	9	5	12	2	67	29,5	22,5	40,1	10,6
KHB	20080707	6	07.07.2008	27	13	13	14	0	68	26	17,6	33,5	7,5
KHB	20080708	1	08.07.2008	20	11	8	12	0	69	30,3	14,4	36,2	5,9
KHB	20080709	1	09.07.2008	13	5	3	10	0	70	28,3	16,6	35,3	7,0
KHB	20080710	3	10.07.2008	17	12	8	9	1	71	27,2	12,8	32,4	5,2
KHB	20080711	1	11.07.2008	21	11	9	12	0	72	29,5	12,0	34,3	4,8
KHB	20080712	3	12.07.2008	28	14	13	15	1	73	32,2	18,0	39,9	7,7
KHB	20080713	3	13.07.2008	19	8	8	11	2	74	32,1	16,8	39,1	7,0
KHB	20080714	6	14.07.2008	29	15	17	12	0	75	26,9	22,9	37,8	10,9
KHB	20080715	1	15.07.2008	21	7	8	13	0	76	32,1	17,2	39,4	7,3
KHB	20080716	6	16.07.2008	27	19	13	14	0	77	27,1	18,7	35,3	8,2
KHB	20080717	5	17.07.2008	24	14	13	11	0	78	17,3	17,3	24,7	7,4
KHB	20080718	1	18.07.2008	14	9	2	12	0	79	24,3	15,5	30,7	6,4
KHB	20080719	1	19.07.2008	20	7	12	8	0	80	24,7	15,6	31,2	6,5
KHB	20080720	4	20.07.2008	19	12	11	8	0	81	24,7	19,5	33,4	8,7
KHB	20080721	4	21.07.2008	18	10	12	6	0	82	27,5	21,1	37,2	9,7
KHB	20080722	1	22.07.2008	14	7	3	11	0	83	29,6	19,0	37,9	8,3
KHB	20080723	4	23.07.2008	16	8	6	10	0	84	27,1	19,9	36,0	8,9
KHB	20080724	0	24.07.2008	28	15	14	14	0	85	28,9	17,1	36,1	7,2
KHB	20080725	0	25.07.2008	25	15	12	13	0	86	30,6	20,8	40,1	9,5
KHB	20080726	3	26.07.2008	19	13	8	11	1	87	33,2	18,2	41,0	7,8
KHB	20080727	3	27.07.2008	23	11	11	12	2	88	32,6	16,4	39,4	6,8
KHB	20080728	3	28.07.2008	26	15	5	21	3	89	30	18,8	38,2	8,2
KHB	20080729	67	29.07.2008	17	9	9	8	4	90	31,8	23,3	43,0	11,2
KHB	20080730	4	30.07.2008	17	8	10	7	0	91	24,5	22,4	35,1	10,6
KHB	20080731	4	31.07.2008	17	11	10	7	0	92	24,3	21,6	34,3	10,0
KHB	20080801	6	01.08.2008	19	11	13	6	0	93	27,8	20,6	37,1	9,3
KHB	20080802	4	02.08.2008	22	12	12	10	0	94	21,4	20,4	30,6	9,2
KHB	20080803	4	03.08.2008	17	10	8	9	0	95	22,8	19,0	31,2	8,4
KHB	20080804	6	04.08.2008	15	7	6	9	0	96	27,1	18,7	35,3	8,2
KHB	20080805	4	05.08.2008	24	14	15	9	0	97	25,7	21,8	35,9	10,2
KHB	20080806	6	06.08.2008	19	9	5	14	0	98	27,8	19,3	36,3	8,5
KHB	20080807	1	07.08.2008	18	10	7	11	0	99	27,5	14,9	33,6	6,1
KHB	20080808	1	08.08.2008	16	7	7	9	0	100	25,4	14,5	31,3	5,9
KHB	20080809	6	09.08.2008	28	13	9	19	0	101	26,1	16,4	33,0	6,9
KHB	20080810	4	10.08.2008	16	7	6	10	0	102	25,6	22,1	36,0	10,4
KHB	20080811	66	11.08.2008	21	13	13	8	1	103	27,9	22,1	38,3	10,4
KHB	20080812	4	12.08.2008	21	10	9	12	0	104	25	16,7	32,0	7,0
KHB	20080813	1	13.08.2008	22	11	11	11	0	105	27,4	16,4	34,3	6,9
KHB	20080814	4	14.08.2008	14	6	3	11	0	106	21,4	16,8	28,5	7,1
KHB	20080815	4	15.08.2008	14	7	4	10	0	107	22,2	14,8	28,3	6,1
KHB	20080816	1	16.08.2008	17	12	5	12	0	108	23,1	13,6	28,6	5,5
KHB	20080817	5	17.08.2008	13	9	9	4	0	109	18,2	18,2	26,1	7,9
KHB	20080818	4	18.08.2008	16	7	6	10	0	110	23,8	18,2	31,7	7,9
KHB	20080819	1	19.08.2008	14	5	7	7	0	111	24,1	10,4	28,4	4,3
KHB	20080820	1	20.08.2008	13	3	5	8	0	112	24,4	13,3	29,8	5,4
KHB	20080821	1	21.08.2008	21	11	9	12	0	113	26,8	18,4	34,8	8,0
KHB	20080822	1	22.08.2008	18	11	5	13	0	114	27,6	15,9	34,2	6,6
KHB	20080823	1	23.08.2008	24	11	14	10	0	115	22,4	9,2	26,3	3,9
KHB	20080824	1	24.08.2008	23	13	11	12	0	116	19,9	10,9	24,4	4,5
KHB	20080825	4	25.08.2008	21	13	12	9	0	117	20,5	14,6	26,5	6,0
KHB	20080826	4	26.08.2008	18	13	8	10	0	118	22,3	14,4	28,2	5,9
KHB	20080827	1	27.08.2008	19	11	6	13	0	119	27,1	16,1	33,8	6,7
KHB	20080828	3	28.08.2008	15	8	9	6	1	120	29,1	12,5	34,1	5,0
KHB	20080829	4	29.08.2008	16	9	6	10	0	121	20,3	19,1	28,7	8,4
KHB	20080830	4	30.08.2008	20	11	12	8	0	122	24,7	18,2	32,6	7,9
KHB	20080831	4	31.08.2008	21	12	10	11	0	123	24,9	19,9	33,8	8,9
KHB	20090601	5	01.06.2009	14	7	4	10	0	32	11,6	10,2	15,9	4,3
KHB	20090602	4	02.06.2009	19	8	8	11	0	33	18,2	8,8	22,0	3,8
KHB	20090603	5	03.06.2009	19	11	9	10	0	34	14,1	13,3	19,6	5,5
KHB	20090604	5	04.06.2009	22	11	13	9	0	35	13,3	12,5	18,4	5,1
KHB	20090605	1	05.06.2009	25	14	12	13	0	36	21,4	12,2	26,4	5,0
KHB	20090606	1	06.06.2009	20	10	6	14	0	37	23,1	10,6	27,5	4,4
KHB	20090607	4	07.06.2009	23	11	11	12	0	38	18,1	14,8	24,2	6,1
KHB	20090608	6	08.06.2009	15	3	6	9	0	39	22,7	13,1	28,0	5,3
KHB	20090609	6	09.06.2009	17	9	8	9	0	40	22,7	12,7	27,9	5,2
KHB	20090610	4	10.06.2009	17	10	7	10	0	41	23,2	15,1	29,4	6,2
KHB	20090611	4	11.06.2009	21	14	5	16	0	42	19,6	13,7	25,2	5,6
KHB	20090612	4	12.06.2009	20	12	10	10	0	43	18,2	11,4	22,9	4,7
KHB	20090613	2	13.06.2009	20	16	11	9	0	44	18,8	11,6	23,6	4,8
KHB	20090614	1	14.06.2009	22	13	9	13	0	45	19,9	7,6	23,4	3,5
KHB	20090615	1	15.06.2009	27	15	13	14	0	46	19,6	9,8	23,7	4,1
KHB	20090616	4	16.06.2009	29	16	12	17	0	47	18,5	11,3	23,2	4,7
KHB	20090617	1	17.06.2009	21	11	9	12	0	48	22,8	6,7	26,1	3,3
KHB	20090618	1	18.06.2009	20	9	8	12	0	49	22,5	12,8	27,7	5,2
KHB	20090619	4	19.06.2009	17	6	6	11	0	50	19,7	12,9	25,0	5,3
KHB	20090620	4	20.06.2009	25	21	14	11	0	51	17,4	16,3	24,3	6,9
KHB	20090621	4	21.06.2009	28	16	15	13	0	52	21,5	14,3	27,4	5,9
KHB	20090622	1	22.06.2009	23	10	8	15	0	53	23,4	13,8	29,0	5,6
KHB	20090623	5	23.06.2009	16	8	6	10	0	54	18,5	15,2	24,8	6,3
KHB	20090624	5	24.06.2009	25	12	11	14	0	55	16,7	14,5	22,7	6,0
KHB	20090625	5	25.06.2009	30	14	17	13	0	56	16,1	14,6	22,1	6,0
KHB	20090626	5	26.06.2009	23	12	8	15	0	57	19,2	14,1	25,0	5,8
KHB	20090627	4	27.06.2009	23	13	12	11	0	58	21	14,4	26,9	5,9
KHB	20090628	0	28.06.2009	19	12	7	12	0	59	17,5	16,0	24,2	6,7
KHB	20090629	4	29.06.2009	22	6	6	16	0	60	20,9	17,5	28,4	7,5
KHB	20090630	0	30.06.2009	11	8	7	4	0	61	17,6	16,8	24,7	7,1
KHB	20090701	4	01.07.2009	13	7	4	9	0	62	20,7	15,7	27,2	6,5
KHB	20090702	4	02.07.2009	25	11	10	15	0	63	21,7	14,9	27,8	6,1
KHB	20090703	4	03.07.2009	26	18	11	15	0	64	23,3	17,5	30,8	7,5
KHB	20090704	1	04.07.2009	15	10	8	7	0	65	26,8	16,7	33,8	7,0
KHB	20090705	0	05.07.2009	34	14	16	18	0	66	27,3	19,5	35,9	8,6
KHB	20090706	0	06.07.2009	17	10	9	8	0	67	29,3	19,4	37,9	8,6
KHB	20090707	6	07.07.2009	23	14	13	10	0	68	26,6	19,3	35,1	8,5
KHB	20090708	4	08.07.2009	19	14	10	9	0	69	24,8	16,6	31,8	7,0
KHB	20090709	4	09.07.2009	16	7	7	9	0	70	22,5	18,4	30,5	8,0
KHB	20090710	5	10.07.2009	17	7	10	7	0	71	17,6	15,1	23,9	6,3
KHB	20090711	1	11.07.2009	16	5	5	11	0	72	22,7	14,2	28,5	5,8
KHB	20090712	1	12.07.2009	25	13	9	16	0	73	25,8	16,6	32,8	7,0
KHB	20090713	1	13.07.2009	18	9	5	13	0	74	25,8	19,2	34,3	8,5
KHB	20090714	4	14.07.2009	14	7	5	9	0	75	20,2	19,5	28,9	8,7
KHB	20090715	5	15.07.2009	17	11	11	6	0	76	17,5	16,8	24,6	7,1
KHB	20090716	5	16.07.2009	20	10	5	15	0	77	20,2	13,3	25,6	5,4
KHB	20090717	5	17.07.2009	18	10	4	14	0	78	18,3	15,5	24,8	6,5
KHB	20090718	4	18.07.2009	19	11	13	6	0	79	24,1	16,6	31,1	7,0
KHB	20090719	4	19.07.2009	17	9	7	10	0	80	22,7	18,2	30,6	7,9
KHB	20090720	4	20.07.2009	16	8	10	6	0	81	23,3	17,9	31,0	7,7
KHB	20090721	4	21.07.2009	11	4	5	6	0	82	20,4	15,1	26,6	6,2
KHB	20090722	4	22.07.2009	24	15	10	14	0	83	22,3	13,5	27,8	5,5
KHB	20090723	4	23.07.2009	27	19	17	10	0	84	23,3	16,5	30,2	6,9
KHB	20090724	4	24.07.2009	15	6	6	9	0	85	23,7	20,2	32,8	9,1
KHB	20090725	4	25.07.2009	15	10	9	6	0	86	26,3	20,6	35,7	9,4
KHB	20090726	4	26.07.2009	21	11	12	9	0	87	27	21,5	37,0	10,0
KHB	20090727	1	27.07.2009	22	15	9	13	0	88	28,9	18,1	36,7	7,8
KHB	20090728	4	28.07.2009	23	9	14	9	0	89	20,8	20,8	30,3	9,5
KHB	20090729	4	29.07.2009	15	8	6	9	0	90	25,7	22,0	36,0	10,3
KHB	20090730	4	30.07.2009	23	16	15	8	0	91	24,7	18,5	32,7	8,0
KHB	20090731	1	31.07.2009	29	16	13	16	0	92	28,2	21,9	38,4	10,2
KHB	20090801	4	01.08.2009	21	10	13	8	0	93	26,3	24,0	38,1	11,8
KHB	20090802	6	02.08.2009	26	16	17	9	0	94	27,3	24,3	39,3	12,0
KHB	20090803	4	03.08.2009	15	8	5	10	0	95	24,1	23,1	35,2	11,1
KHB	20090804	6	04.08.2009	28	20	16	12	0	96	26,8	18,9	35,1	8,3
KHB	20090805	66	05.08.2009	19	8	8	11	1	97	28,7	23,4	40,0	11,3
KHB	20090806	6	06.08.2009	23	15	6	17	0	98	25	23,9	36,7	11,7
KHB	20090807	6	07.08.2009	26	15	11	15	0	99	28,6	22,6	39,3	10,7
KHB	20090808	66	08.08.2009	19	6	8	11	1	100	30,6	22,7	41,4	10,8
KHB	20090809	67	09.08.2009	17	13	7	10	2	101	31	24,2	42,9	11,9
KHB	20090810	67	10.08.2009	24	16	12	12	3	102	31,3	24,4	43,4	12,1
KHB	20090811	67	11.08.2009	32	23	22	10	4	103	31,1	23,8	42,7	11,6
KHB	20090812	4	12.08.2009	30	17	15	15	0	104	26	22,9	37,0	11,0
KHB	20090813	4	13.08.2009	21	12	9	12	0	105	19,2	19,2	27,7	8,5
KHB	20090814	5	14.08.2009	18	13	13	5	0	106	18,8	18,3	26,8	8,0
KHB	20090815	5	15.08.2009	26	20	14	12	0	107	18,3	16,7	25,4	7,1
KHB	20090816	4	16.08.2009	20	12	11	9	0	108	20,5	15,7	27,0	6,5
KHB	20090817	1	17.08.2009	19	9	6	13	0	109	22,5	16,2	29,3	6,8
KHB	20090818	4	18.08.2009	18	7	8	10	0	110	18,9	18,1	26,7	7,8
KHB	20090819	4	19.08.2009	18	11	11	7	0	111	23,6	18,2	31,5	7,9
KHB	20090820	4	20.08.2009	16	9	5	11	0	112	19,2	19,2	27,7	8,5
KHB	20090821	4	21.08.2009	19	11	8	11	0	113	17,8	16,9	25,0	7,2
KHB	20090822	5	22.08.2009	17	11	8	9	0	114	17,1	12,0	22,0	4,9
KHB	20090823	2	23.08.2009	24	12	11	13	0	115	19,3	10,6	23,7	4,4
KHB	20090824	1	24.08.2009	17	8	6	11	0	116	22,7	12,8	27,9	5,2
KHB	20090825	1	25.08.2009	22	13	7	15	0	117	24,2	14,0	29,9	5,7
KHB	20090826	4	26.08.2009	23	10	10	13	0	118	17,1	16,4	24,0	6,9
KHB	20090827	4	27.08.2009	26	12	8	18	0	119	22,6	15,7	29,1	6,5
KHB	20090828	7	28.08.2009	25	11	7	18	0	120	17,7	16,4	24,6	6,9
KHB	20090829	5	29.08.2009	27	17	14	13	0	121	12,8	6,6	16,1	3,3
KHB	20090830	1	30.08.2009	18	11	6	12	0	122	21,7	13,1	27,0	5,3
KHB	20090831	1	31.08.2009	24	17	14	10	0	123	23,3	13,8	28,9	5,6
KHB	20100601	1	01.06.2010	25	16	13	12	0	32	22,1	7,8	25,7	3,6
KHB	20100602	4	02.06.2010	30	17	15	15	0	33	18,2	12,7	23,4	5,2
KHB	20100603	1	03.06.2010	19	8	9	10	0	34	23	8,6	26,8	3,8
KHB	20100604	3	04.06.2010	20	9	9	11	1	35	24,9	15,2	31,2	6,3
KHB	20100605	3	05.06.2010	19	10	8	11	2	36	29,2	14,1	34,9	5,7
KHB	20100606	7	06.06.2010	29	13	17	12	0	37	23,9	4,0	26,7	2,8
KHB	20100607	1	07.06.2010	18	7	8	10	0	38	22	9,3	26,0	4,0
KHB	20100608	3	08.06.2010	15	8	6	9	1	39	28,1	16,9	35,2	7,1
KHB	20100609	3	09.06.2010	23	8	8	15	2	40	24,3	6,5	27,5	3,2
KHB	20100610	3	10.06.2010	34	15	15	19	3	41	28,7	8,5	32,4	3,7
KHB	20100611	3	11.06.2010	26	13	14	12	4	42	32,1	13,0	37,3	5,2
KHB	20100612	3	12.06.2010	29	15	10	19	5	43	33,8	15,3	40,1	6,3
KHB	20100613	66	13.06.2010	28	17	14	14	6	44	28,7	18,9	37,0	8,3
KHB	20100614	3	14.06.2010	19	12	6	13	7	45	29,7	15,8	36,2	6,5
KHB	20100615	3	15.06.2010	23	13	11	12	8	46	29,7	15,7	36,2	6,5
KHB	20100616	6	16.06.2010	23	13	15	8	0	47	26,7	18,6	34,8	8,1
KHB	20100617	6	17.06.2010	28	15	9	19	0	48	25	18,6	33,1	8,1
KHB	20100618	6	18.06.2010	22	11	7	15	0	49	27,2	18,2	35,1	7,9
KHB	20100619	6	19.06.2010	32	19	18	14	0	50	30,2	18,9	38,5	8,3
